epoch,accuracy,loss,val_accuracy,val_loss
0,0.5027556419372559,0.7710128426551819,0.5367646813392639,0.6983035206794739
1,0.5352112650871277,0.7263794541358948,0.5343137383460999,0.7085438966751099
2,0.5713410973548889,0.6866699457168579,0.5196078419685364,0.6978560090065002
3,0.6001224517822266,0.6656486392021179,0.5245097875595093,0.7111214399337769
4,0.6227801442146301,0.6491031646728516,0.5220588445663452,0.713725745677948
5,0.6344152092933655,0.6308342814445496,0.5147058963775635,0.7069900631904602
6,0.6631965637207031,0.6207941770553589,0.5392156839370728,0.719598114490509
7,0.6540110111236572,0.6228426098823547,0.531862735748291,0.7158101201057434
8,0.6668707728385925,0.6102327108383179,0.5441176295280457,0.7260584831237793
9,0.6742192506790161,0.5934144854545593,0.5269607901573181,0.7215672135353088
10,0.6729944944381714,0.6009647846221924,0.5735294222831726,0.7084519863128662
11,0.6785058379173279,0.5888556838035583,0.5514705777168274,0.7346603274345398
12,0.6852418780326843,0.576339840888977,0.5514705777168274,0.7311569452285767
13,0.6999387741088867,0.576794445514679,0.593137264251709,0.711222767829895
14,0.7036129832267761,0.5769841074943542,0.5588235259056091,0.7368916273117065
15,0.7140232920646667,0.5673993229866028,0.5514705777168274,0.7218553423881531
16,0.709736704826355,0.5561311841011047,0.5710784196853638,0.7189537286758423
17,0.7140232920646667,0.5505906939506531,0.5539215803146362,0.7403332591056824
18,0.7146356105804443,0.558579683303833,0.5759803652763367,0.7277482748031616
19,0.725045919418335,0.5467852354049683,0.5661764740943909,0.733119010925293
20,0.7274954319000244,0.5471050143241882,0.5759803652763367,0.7354889512062073
21,0.7293325066566467,0.5411011576652527,0.561274528503418,0.7411470413208008
22,0.7134109139442444,0.5418968796730042,0.5808823704719543,0.7555709481239319
23,0.7305572628974915,0.5360721945762634,0.5784313678741455,0.7370232343673706
24,0.7317820191383362,0.5430961847305298,0.531862735748291,0.7478294372558594
25,0.7452541589736938,0.5278560519218445,0.5588235259056091,0.7548567652702332
26,0.7495407462120056,0.523933470249176,0.5661764740943909,0.7383912801742554
27,0.7428046464920044,0.5222023725509644,0.5808823704719543,0.7467628717422485
28,0.7489283680915833,0.5111912488937378,0.5563725233078003,0.7609663009643555
29,0.7477036118507385,0.5264636278152466,0.5416666865348816,0.7577570080757141
30,0.7434170246124268,0.509937584400177,0.5490196347236633,0.770258367061615
31,0.7452541589736938,0.5209953188896179,0.5661764740943909,0.7515040636062622
32,0.7581139206886292,0.5024728178977966,0.5392156839370728,0.7758642435073853
33,0.7746478915214539,0.5026426315307617,0.5661764740943909,0.7561678290367126
34,0.7611757516860962,0.507864773273468,0.5441176295280457,0.759847104549408
35,0.7562767863273621,0.4974149167537689,0.563725471496582,0.7658180594444275
36,0.7746478915214539,0.48972177505493164,0.561274528503418,0.7729388475418091
37,0.7728107571601868,0.4965679347515106,0.563725471496582,0.7612404823303223
38,0.7819963097572327,0.4795721769332886,0.5563725233078003,0.7799437046051025
39,0.7679117918014526,0.49425891041755676,0.561274528503418,0.758776068687439
40,0.768524169921875,0.48785239458084106,0.5588235259056091,0.7827371954917908
41,0.7868952751159668,0.4804496169090271,0.5465686321258545,0.7608628869056702
42,0.7660747170448303,0.48595955967903137,0.5392156839370728,0.8054242730140686
43,0.7807716131210327,0.4750984311103821,0.563725471496582,0.7679182887077332
44,0.7862828969955444,0.4862140417098999,0.561274528503418,0.7628270983695984
45,0.7660747170448303,0.4815356433391571,0.5465686321258545,0.7683793902397156
46,0.7893447875976562,0.46929284930229187,0.5661764740943909,0.8039944171905518
47,0.7850582003593445,0.4633104205131531,0.5563725233078003,0.7626250982284546
48,0.7924066185951233,0.4663483500480652,0.5686274766921997,0.7570613026618958
49,0.7973055839538574,0.461093544960022,0.5514705777168274,0.7781239151954651
50,0.7942437529563904,0.46026429533958435,0.5514705777168274,0.79021155834198
51,0.7801592350006104,0.4706591069698334,0.5784313678741455,0.7596426606178284
52,0.7905694842338562,0.4605477750301361,0.5539215803146362,0.7932659983634949
53,0.7899571061134338,0.4648497700691223,0.563725471496582,0.8077185153961182
54,0.7924066185951233,0.45861902832984924,0.531862735748291,0.7677178382873535
55,0.7991426587104797,0.4521203637123108,0.5563725233078003,0.7703126072883606
56,0.7930189967155457,0.4487077295780182,0.5269607901573181,0.8095521330833435
57,0.8028169274330139,0.44381392002105713,0.5392156839370728,0.8112050890922546
58,0.8071035146713257,0.4387280344963074,0.5563725233078003,0.7814372777938843
59,0.8015921711921692,0.447191447019577,0.5343137383460999,0.815309464931488
60,0.8034292459487915,0.4473559558391571,0.561274528503418,0.778167724609375
61,0.8138395547866821,0.43827521800994873,0.5367646813392639,0.8177170157432556
62,0.8071035146713257,0.43175891041755676,0.5465686321258545,0.799622118473053
63,0.7991426587104797,0.4315167963504791,0.5514705777168274,0.8015881180763245
64,0.812002420425415,0.43183133006095886,0.561274528503418,0.7727047801017761
65,0.8071035146713257,0.426593542098999,0.5539215803146362,0.8118947148323059
66,0.8175137639045715,0.4220103621482849,0.5539215803146362,0.8466784954071045
67,0.8162890672683716,0.4209316372871399,0.5465686321258545,0.8063606023788452
68,0.8218003511428833,0.4170992970466614,0.5416666865348816,0.7915027737617493
69,0.8107777237892151,0.41939103603363037,0.5343137383460999,0.7991882562637329
70,0.8132271766662598,0.42102399468421936,0.5416666865348816,0.824496328830719
71,0.8162890672683716,0.4287528097629547,0.5563725233078003,0.7950472235679626
72,0.805878758430481,0.4216351807117462,0.5661764740943909,0.7861806154251099
73,0.8260869383811951,0.41398322582244873,0.5490196347236633,0.807412326335907
74,0.834047794342041,0.41110339760780334,0.563725471496582,0.7849562168121338
75,0.8236374855041504,0.4059162437915802,0.561274528503418,0.8145469427108765
76,0.8260869383811951,0.41093114018440247,0.5416666865348816,0.8181853890419006
77,0.8291488289833069,0.3955439627170563,0.5416666865348816,0.8254427909851074
78,0.8315982818603516,0.39839446544647217,0.5539215803146362,0.830302357673645
79,0.8303735256195068,0.39972949028015137,0.5465686321258545,0.836570143699646
80,0.8156766891479492,0.4045368731021881,0.561274528503418,0.8048776984214783
81,0.8328230381011963,0.4020835757255554,0.5367646813392639,0.8593486547470093
82,0.8322106599807739,0.3946140706539154,0.5588235259056091,0.8143620491027832
83,0.8309859037399292,0.395605206489563,0.561274528503418,0.8110648989677429
84,0.8420085906982422,0.38783225417137146,0.561274528503418,0.8186802864074707
85,0.8346601128578186,0.38519540429115295,0.5441176295280457,0.8402202725410461
86,0.8383343815803528,0.3885648250579834,0.5539215803146362,0.8168579339981079
87,0.8389467000961304,0.38831865787506104,0.5490196347236633,0.8367855548858643
88,0.8456827998161316,0.3777947723865509,0.5686274766921997,0.8189343214035034
89,0.8383343815803528,0.38787662982940674,0.5416666865348816,0.8741427659988403
90,0.8383343815803528,0.3904195725917816,0.5539215803146362,0.836389422416687
91,0.8511941432952881,0.3821427822113037,0.5514705777168274,0.8386265635490417
92,0.849357008934021,0.37870359420776367,0.5343137383460999,0.8214032649993896
93,0.8438456654548645,0.3785659670829773,0.5563725233078003,0.8133724927902222
94,0.8389467000961304,0.38331636786460876,0.5514705777168274,0.8230816125869751
95,0.8518064618110657,0.37485331296920776,0.5539215803146362,0.8039914965629578
96,0.8420085906982422,0.3716386556625366,0.5465686321258545,0.8434680700302124
97,0.8518064618110657,0.36890584230422974,0.5416666865348816,0.844384491443634
98,0.8646662831306458,0.3616289794445038,0.5514705777168274,0.8598027229309082
99,0.8450704216957092,0.36901646852493286,0.5416666865348816,0.8279798626899719
